time,precip_l,precip_l_cor,tp_l,t_l,precip_u,precip_u_cor,tp_u,t_u
2022-01-01,,,,,,,,
2022-01-02,,,,,,,,
2022-01-03,,,,,,,,
2022-01-04,,,,,,,,
2022-01-05,,,,,,,,
2022-01-06,,,,,,,,
2022-01-07,,,,,,,,
2022-01-08,,,,,,,,
2022-01-09,,,,,,,,
2022-01-10,,,,,,,,
2022-01-11,,,,,,,,
2022-01-12,,,,,,,,
2022-01-13,,,,,,,,
2022-01-14,,,,,,,,
2022-01-15,,,,,,,,
2022-01-16,,,,,,,,
2022-01-17,,,,,,,,
2022-01-18,,,,,,,,
2022-01-19,,,,,,,,
2022-01-20,,,,,,,,
2022-01-21,,,,,,,,
2022-01-22,,,,,,,,
2022-01-23,,,,,,,,
2022-01-24,,,,,,,,
2022-01-25,,,,,,,,
2022-01-26,,,,,,,,
2022-01-27,,,,,,,,
2022-01-28,,,,,,,,
2022-01-29,,,,,,,,
2022-01-30,,,,,,,,
2022-01-31,,,,,,,,
2022-02-01,,,,,,,,
2022-02-02,,,,,,,,
2022-02-03,,,,,,,,
2022-02-04,,,,,,,,
2022-02-05,,,,,,,,
2022-02-06,,,,,,,,
2022-02-07,,,,,,,,
2022-02-08,,,,,,,,
2022-02-09,,,,,,,,
2022-02-10,,,,,,,,
2022-02-11,,,,,,,,
2022-02-12,,,,,,,,
2022-02-13,,,,,,,,
2022-02-14,,,,,,,,
2022-02-15,,,,,,,,
2022-02-16,,,,,,,,
2022-02-17,,,,,,,,
2022-02-18,,,,,,,,
2022-02-19,,,,,,,,
2022-02-20,,,,,,,,
2022-02-21,,,,,,,,
2022-02-22,,,,,,,,
2022-02-23,,,,,,,,
2022-02-24,,,,,,,,
2022-02-25,,,,,,,,
2022-02-26,,,,,,,,
2022-02-27,,,,,,,,
2022-02-28,,,,,,,,
2022-03-01,,,,,,,,
2022-03-02,,,,,,,,
2022-03-03,,,,,,,,
2022-03-04,,,,,,,,
2022-03-05,,,,,,,,
2022-03-06,,,,,,,,
2022-03-07,,,,,,,,
2022-03-08,,,,,,,,
2022-03-09,,,,,,,,
2022-03-10,,,,,,,,
2022-03-11,,,,,,,,
2022-03-12,,,,,,,,
2022-03-13,,,,,,,,
2022-03-14,,,,,,,,
2022-03-15,,,,,,,,
2022-03-16,,,,,,,,
2022-03-17,,,,,,,,
2022-03-18,,,,,,,,
2022-03-19,,,,,,,,
2022-03-20,,,,,,,,
2022-03-21,,,,,,,,
2022-03-22,,,,,,,,
2022-03-23,,,,,,,,
2022-03-24,,,,,,,,
2022-03-25,,,,,,,,
2022-03-26,,,,,,,,
2022-03-27,,,,,,,,
2022-03-28,,,,,,,,
2022-03-29,0.0,0.0,,-14.7,0.0,0.0,,-14.7
2022-03-30,0.0,0.0,0.0,-13.6,0.0,0.0,0.0,-13.6
2022-03-31,0.0,0.0,0.0,-16.8,0.0,0.0,0.0,-16.7
2022-04-01,0.0,0.0,0.0,-15.3,0.0,0.0,0.0,-15.3
2022-04-02,0.0,0.0,0.0,-15.9,0.0,0.0,0.0,-15.9
2022-04-03,0.0,0.0,0.0,-22.0,0.0,0.0,0.0,-21.7
2022-04-04,0.0,0.0,0.0,-23.6,0.0,0.0,0.0,-23.3
2022-04-05,0.0,0.0,0.0,-19.4,0.0,0.0,0.0,-19.4
2022-04-06,0.0,0.0,0.0,-18.3,0.0,0.0,0.0,-18.4
2022-04-07,0.0,0.0,0.0,-24.4,0.0,0.0,0.0,-24.5
2022-04-08,0.0,0.0,0.0,-32.0,0.0,0.0,0.0,-32.1
2022-04-09,0.0,0.0,0.0,-33.0,0.0,0.0,0.0,-33.2
2022-04-10,0.0,0.0,0.0,-29.9,0.0,0.0,0.0,-30.0
2022-04-11,0.0,0.0,0.0,-22.1,0.0,0.0,0.0,-22.2
