time,precip_u,precip_u_cor,tp_u,t_u
2021-05-26,0.0,0.0,,4.5
2021-05-27,0.0,0.0,0.0,2.8
2021-05-28,0.0,0.0,0.0,1.1
2021-05-29,0.0,0.0,0.0,2.7
2021-05-30,0.0,0.0,0.0,-0.7
2021-05-31,0.0,0.0,0.0,-2.9
2021-06-01,0.0,0.0,0.0,-3.4
2021-06-02,0.0,0.0,0.0,-3.3
2021-06-03,0.0,0.0,0.0,-2.0
2021-06-04,0.0,0.0,0.0,-0.8
2021-06-05,0.0,0.0,0.0,2.1
2021-06-06,0.0,0.0,0.0,2.4
2021-06-07,0.0,0.0,0.0,2.5
2021-06-08,0.0,0.0,0.0,1.8
2021-06-09,0.0,0.0,0.0,-0.1
2021-06-10,0.0,0.0,0.0,-0.1
2021-06-11,0.0,0.0,0.0,0.3
2021-06-12,0.0,0.0,0.0,1.1
2021-06-13,0.0,0.0,0.0,0.6
2021-06-14,0.0,0.0,0.0,-0.2
2021-06-15,0.0,0.0,0.0,-1.8
2021-06-16,0.0,0.0,0.0,-0.5
2021-06-17,0.0,0.0,0.0,-1.2
2021-06-18,0.0,0.0,0.0,-1.6
2021-06-19,0.0,0.0,0.0,-1.0
2021-06-20,0.0,0.0,0.0,-0.5
2021-06-21,0.0,0.0,0.0,-1.6
2021-06-22,0.0,0.0,0.0,-1.0
2021-06-23,1.3,1.3,1.3,1.1
2021-06-24,4.8,4.9,3.6,1.8
2021-06-25,5.2,5.3,0.4,0.5
2021-06-26,5.7,5.9,0.6,0.9
2021-06-27,5.9,6.2,0.3,1.8
2021-06-28,8.1,8.7,2.5,1.6
2021-06-29,10.0,10.8,2.1,-1.9
2021-06-30,10.0,10.8,0.0,-2.9
2021-07-01,10.0,10.8,0.0,0.5
2021-07-02,10.0,10.8,0.0,0.8
2021-07-03,10.0,10.9,0.0,2.0
2021-07-04,13.6,14.8,3.9,0.5
2021-07-05,15.1,16.5,1.7,-0.8
2021-07-06,15.8,17.4,0.8,-1.6
2021-07-07,16.2,17.8,0.4,-2.2
2021-07-08,,,,
2021-07-09,,,,
2021-07-10,,,,
2021-07-11,,,,
2021-07-12,,,,
2021-07-13,,,,
2021-07-14,,,,
2021-07-15,,,,
2021-07-16,,,,
2021-07-17,,,,
2021-07-18,,,,
2021-07-19,,,,
2021-07-20,,,,
2021-07-21,,,,
2021-07-22,,,,
2021-07-23,,,,
2021-07-24,,,,
2021-07-25,,,,
2021-07-26,,,,
2021-07-27,,,,
2021-07-28,,,,
2021-07-29,,,,
2021-07-30,,,,
2021-07-31,,,,
2021-08-01,,,,
2021-08-02,,,,
2021-08-03,,,,
2021-08-04,,,,
2021-08-05,,,,
2021-08-06,,,,
2021-08-07,,,,
2021-08-08,,,,
2021-08-09,,,,
2021-08-10,,,,
2021-08-11,,,,
2021-08-12,,,,
2021-08-13,,,,
2021-08-14,,,,
2021-08-15,,,,
2021-08-16,,,,
2021-08-17,,,,
2021-08-18,,,,
2021-08-19,,,,
2021-08-20,,,,
2021-08-21,,,,
2021-08-22,,,,
2021-08-23,,,,
2021-08-24,,,,
2021-08-25,,,,
2021-08-26,,,,
2021-08-27,,,,
2021-08-28,,,,
2021-08-29,,,,
2021-08-30,,,,
2021-08-31,,,,
2021-09-01,,,,
2021-09-02,,,,
2021-09-03,,,,
2021-09-04,,,,
2021-09-05,,,,
2021-09-06,,,,
2021-09-07,,,,
2021-09-08,,,,
2021-09-09,,,,
2021-09-10,,,,
2021-09-11,,,,
2021-09-12,,,,
2021-09-13,,,,
2021-09-14,,,,
2021-09-15,,,,
2021-09-16,,,,
2021-09-17,,,,
2021-09-18,,,,
2021-09-19,,,,
2021-09-20,,,,
2021-09-21,,,,
2021-09-22,,,,
2021-09-23,,,,
2021-09-24,,,,
2021-09-25,,,,
2021-09-26,,,,
2021-09-27,,,,
2021-09-28,,,,
2021-09-29,,,,
2021-09-30,,,,
2021-10-01,,,,
2021-10-02,,,,
2021-10-03,,,,
2021-10-04,,,,
2021-10-05,,,,
2021-10-06,,,,
2021-10-07,,,,
2021-10-08,,,,
2021-10-09,,,,
2021-10-10,,,,
2021-10-11,,,,
2021-10-12,,,,
2021-10-13,,,,
2021-10-14,,,,
2021-10-15,,,,
2021-10-16,,,,
2021-10-17,,,,
2021-10-18,,,,
2021-10-19,,,,
2021-10-20,,,,
2021-10-21,,,,
2021-10-22,,,,
2021-10-23,,,,
2021-10-24,,,,
2021-10-25,,,,
2021-10-26,,,,
2021-10-27,,,,
2021-10-28,,,,
2021-10-29,,,,
2021-10-30,,,,
2021-10-31,,,,
2021-11-01,,,,
2021-11-02,,,,
2021-11-03,,,,
2021-11-04,,,,
2021-11-05,,,,
2021-11-06,,,,
2021-11-07,,,,
2021-11-08,,,,
2021-11-09,,,,
2021-11-10,,,,
2021-11-11,,,,
2021-11-12,,,,
2021-11-13,,,,
2021-11-14,,,,
2021-11-15,,,,
2021-11-16,,,,
2021-11-17,,,,
2021-11-18,,,,
2021-11-19,,,,
2021-11-20,,,,
2021-11-21,,,,
2021-11-22,,,,
2021-11-23,,,,
2021-11-24,,,,
2021-11-25,,,,
2021-11-26,,,,
2021-11-27,,,,
2021-11-28,,,,
2021-11-29,,,,
2021-11-30,,,,
2021-12-01,,,,
2021-12-02,,,,
2021-12-03,,,,
2021-12-04,,,,
2021-12-05,,,,
2021-12-06,,,,
2021-12-07,,,,
2021-12-08,,,,
2021-12-09,,,,
2021-12-10,,,,
2021-12-11,,,,
2021-12-12,,,,
2021-12-13,,,,
2021-12-14,,,,
2021-12-15,,,,
2021-12-16,,,,
2021-12-17,,,,
2021-12-18,,,,
2021-12-19,,,,
2021-12-20,,,,
2021-12-21,,,,
2021-12-22,,,,
2021-12-23,,,,
2021-12-24,,,,
2021-12-25,,,,
2021-12-26,,,,
2021-12-27,,,,
2021-12-28,,,,
2021-12-29,,,,
2021-12-30,,,,
2021-12-31,,,,
